NEONSite,FluxnetSite,Year,Month,NEON_PAR,GrowingSeason,MODIS_FPAR,MODIS_GPP,MODIS_NPP,MODIS_CUE,MODIS_ET,MODIS_PET,Ameriflux_Precipitation,Ameriflux_NEE,Ameriflux_RE,Ameriflux_GPP
DELA,US-xDL,2021,9,244.15427852997846,1,0.5525,425.0,219.25,0.5110860860480172,83.9,150.3,2.45,-1.74788,6.43912,8.26531
DELA,US-xDL,2021,10,197.6592006033155,1,0.6142857142857142,342.3333333333333,261.3333333333333,0.7671175203475613,36.7,86.5,0.952,-0.662481,4.85265,5.55123
DELA,US-xDL,2021,11,171.87381662619538,1,0.525,212.75,186.75,0.8822517188693659,27.0,76.80000000000001,0.6,1.22261,2.8334,1.64917
DELA,US-xDL,2021,12,134.3225828853018,0,0.32125000000000004,105.75,89.25,0.8432523361410897,31.3,48.300000000000004,2.968,1.79614,1.88707,0.10351
DELA,US-xDL,2022,1,174.98735103046292,0,0.31125,2760.6,56.0,0.8115942028985508,25.700000000000003,59.300000000000004,3.678,0.963143,1.22076,0.193557
DELA,US-xDL,2022,2,219.71293669871827,0,0.2342857142857143,69.0,56.0,0.8115942028985508,31.6,98.5,3.947,1.32867,1.50017,0.127734
DELA,US-xDL,2022,3,321.74721676966357,0,0.29125,69.0,56.0,0.8115942028985508,45.400000000000006,146.0,4.742,2.31667,3.10601,0.778896
DELA,US-xDL,2022,4,324.86368718758405,1,0.7725,69.0,56.0,0.8115942028985508,81.30000000000001,137.5,6.88,-1.86567,5.67565,7.6098
DELA,US-xDL,2022,5,352.8999648963833,1,0.81,69.0,56.0,0.8115942028985508,143.4,212.5,3.251,-5.85856,6.70484,12.5451
DELA,US-xDL,2022,6,369.2410591503601,1,0.77625,69.0,56.0,0.8115942028985508,108.7,213.8,1.622,-5.33318,7.3915,12.5761
DELA,US-xDL,2022,7,332.54741584282147,1,0.7757142857142857,69.0,56.0,0.8115942028985508,102.0,229.0,3.427,-4.03265,8.34908,12.2218
DELA,US-xDL,2022,8,250.20702614379402,1,0.505,69.0,56.0,0.8115942028985508,54.2,165.3,5.14,-1.99976,6.90275,9.012
DELA,US-xDL,2022,9,274.3403887449114,1,0.74375,69.0,56.0,0.8115942028985508,105.60000000000001,170.60000000000002,0.794,-1.32352,5.97689,7.47634
DELA,US-xDL,2022,10,226.5481272401493,1,0.615,69.0,56.0,0.8115942028985508,20.200000000000003,57.5,2.738,-0.559018,3.31118,3.7745
DELA,US-xDL,2022,11,174.66212395543315,1,0.45,69.0,56.0,0.8115942028985508,26.800000000000004,71.60000000000001,2.714,1.06762,2.59063,1.49559
DELA,US-xDL,2022,12,144.4863093638006,0,0.26375,62.5,50.75,0.8121840242669364,25.200000000000003,43.5,2.082,1.87127,2.24223,0.406427
DELA,US-xDL,2023,1,165.60315789474348,0,0.2675,2791.4,85.5,0.8919894408522988,29.0,60.300000000000004,7.046,1.49382,1.41544,-0.0566808
DELA,US-xDL,2023,2,211.1680504764439,0,0.2571428571428572,134.5,118.25,0.8866584661591339,41.8,92.10000000000001,7.145,2.17267,2.1275,-0.0460475
DELA,US-xDL,2023,3,290.3383323911858,0,0.52,289.0,235.5,0.8313540431250068,49.10000000000001,126.80000000000001,1.505,1.53889,3.75101,2.16216
DELA,US-xDL,2023,4,278.85319551507047,1,0.6685714285714285,511.0,391.0,0.7923667341430499,61.7,117.30000000000001,1.508,-3.15211,4.51788,7.46337
DELA,US-xDL,2023,5,295.84054836722487,1,0.6012500000000001,555.0,334.5,0.6017474362773702,108.7,195.60000000000002,2.255,-6.14288,6.16376,12.3056
DELA,US-xDL,2023,6,356.9806330764664,1,0.82375,503.0,145.0,0.24286360302547025,132.9,209.3,4.378,-5.32055,8.07581,13.2404
DELA,US-xDL,2023,7,323.16453077699146,1,0.7985714285714286,307.5,-7.5,-0.10166825932434681,100.50000000000001,204.50000000000003,7.74,-3.66271,8.44179,11.9081
DELA,US-xDL,2023,8,306.5040285858866,1,0.74375,268.0,-58.0,-0.2725453998727615,87.6,188.20000000000002,1.656,-3.29342,6.27345,9.74762
DELA,US-xDL,2023,9,252.37682407407792,1,0.7875,343.25,99.75,0.30647025621560103,88.4,171.2,2.101,-2.09424,5.65711,7.77899
DELA,US-xDL,2023,10,200.89980286738745,1,0.6771428571428572,324.6666666666667,250.0,0.7713832118985087,30.5,91.8,0.771,-0.870851,3.1995,4.23486
DELA,US-xDL,2023,11,155.7773116042564,1,0.4325,161.25,136.5,0.8500586990170323,24.5,75.8,2.541,1.65068,2.81085,1.08464
DELA,US-xDL,2023,12,153.1179682831566,0,0.355,93.5,84.0,0.8985778898159407,20.400000000000002,54.3,3.394,1.56458,1.70469,0.13876
HARV,US-xHA,2019,1,94.73202470830243,0,0.4275,14029.0,,,,,4.825,0.383967,0.529377,0.140773
HARV,US-xHA,2019,2,146.6022098549266,0,0.4014285714285714,,,,,,0.428,0.4078,0.4933,0.0664967
HARV,US-xHA,2019,3,229.1882029574378,0,0.3775,,,,,,1.4,0.608488,0.663575,0.0540702
HARV,US-xHA,2019,4,253.02501217433058,1,0.4242857142857143,,,,,,1.014,0.551426,1.70991,1.20268
HARV,US-xHA,2019,5,257.77365410497845,1,0.51625,,,,,,1.916,-0.125104,4.36893,5.01876
HARV,US-xHA,2019,6,269.0540888528004,1,0.765,,,,,,3.444,-4.81762,6.78125,11.1069
HARV,US-xHA,2019,7,290.238130830619,1,0.9414285714285714,,,,,,4.621,-6.31216,7.8076,14.4974
HARV,US-xHA,2019,8,255.0198549257735,1,0.8150000000000001,,,,,,2.399,-4.72631,8.78694,13.6887
HARV,US-xHA,2019,9,196.45857778847096,1,0.81,,,,,,0.832,-3.70369,5.60753,8.57958
HARV,US-xHA,2019,10,105.00415699281392,1,0.5114285714285715,,,,,,4.17,0.210822,3.14468,2.97854
HARV,US-xHA,2019,11,110.51924473745201,0,0.4475,,,,,,2.595,2.72964,2.57505,0.0848091
HARV,US-xHA,2019,12,69.32419950882931,0,0.325,,,,,,2.495,1.0226,0.942396,-0.113045
HARV,US-xHA,2020,1,100.02006497143402,0,0.35750000000000004,12792.0,,,,,1.384,1.44104,1.26071,-0.0778727
HARV,US-xHA,2020,2,139.5493220542369,0,0.2642857142857143,,,,,,2.175,1.95984,1.58287,-0.14823
HARV,US-xHA,2020,3,224.0872253283084,0,0.46875,,,,,,3.151,2.18066,1.60187,-0.162652
HARV,US-xHA,2020,4,265.9706472222203,1,0.4325,,,,,,5.851,0.485356,2.16866,1.76159
HARV,US-xHA,2020,5,384.03453281959355,1,0.6071428571428571,,,,,,2.576,-4.9892,3.6761,8.68718
HARV,US-xHA,2020,6,336.28284944006515,1,0.9,,,,,,1.458,-6.37784,5.3432,12.2693
HARV,US-xHA,2020,7,283.94862817551865,1,0.9,,,,,,4.086,-6.26949,6.93944,13.9053
HARV,US-xHA,2020,8,248.11618972331956,1,0.7942857142857144,,,,,,3.495,-3.81292,7.32089,10.7445
HARV,US-xHA,2020,9,198.37094675925974,1,0.91,,,,,,2.154,-3.54641,4.84129,8.43461
HARV,US-xHA,2020,10,119.94614251455992,1,0.4575,,,,,,5.719,0.125507,3.85732,3.50869
HARV,US-xHA,2020,11,106.04799442896592,0,0.43142857142857144,,,,,,3.595,2.10814,2.50826,0.457692
HARV,US-xHA,2020,12,77.83893947931608,0,0.40125,,,,,,3.643,0.996706,1.05763,0.0550455
HARV,US-xHA,2021,1,96.40706842223652,0,0.4475,2815.8,2.75,-0.21394230769230768,12.200000000000001,17.6,1.913,0.549244,0.600381,0.0496681
HARV,US-xHA,2021,2,117.85696738723064,0,0.2571428571428571,7.75,4.5,0.30451127819548873,20.3,26.6,1.795,0.623694,0.716689,0.0915707
HARV,US-xHA,2021,3,274.39218425715393,0,0.44,109.75,97.25,0.871378593301172,30.0,84.80000000000001,1.638,1.00571,1.27422,0.264398
HARV,US-xHA,2021,4,291.58987009975266,1,0.3971428571428572,203.66666666666666,185.0,0.9077415935268348,30.5,81.2,4.306,0.863501,1.75301,0.876388
HARV,US-xHA,2021,5,315.7336709286748,1,0.63375,457.25,364.5,0.8270927334786131,73.60000000000001,150.10000000000002,4.945,0.361469,4.96007,4.68795
HARV,US-xHA,2021,6,292.5491792256002,1,0.9125,705.5,434.0,0.6062375403085795,133.1,192.0,3.15,-5.05061,6.32172,11.356
HARV,US-xHA,2021,7,204.4252219968478,1,0.8042857142857143,673.75,403.0,0.5963083320893492,123.5,166.4,10.765,-4.78188,5.53996,10.2116
HARV,US-xHA,2021,8,214.33602960969452,1,0.6475,572.25,309.25,0.5438444205946987,112.1,161.5,2.756,-3.52074,7.65259,11.2153
HARV,US-xHA,2021,9,141.5701439977195,1,0.84125,518.5,336.75,0.6519484669917737,79.60000000000001,112.80000000000001,5.246,-3.53367,4.77655,8.20897
HARV,US-xHA,2021,10,109.02659005376582,1,0.7214285714285714,266.6666666666667,220.33333333333334,0.8359319118796641,24.200000000000003,45.900000000000006,4.73,-1.33021,2.97917,4.42026
HARV,US-xHA,2021,11,106.3828445532454,0,0.485,74.5,64.5,0.8448303080466282,15.8,34.2,2.546,1.22051,1.98049,0.715168
HARV,US-xHA,2021,12,73.3566662930144,0,0.37875000000000003,22.75,18.25,0.7365713587487781,12.4,18.900000000000002,3.17,1.03632,1.14528,0.109368
HARV,US-xHA,2022,1,102.12452893674305,0,0.42000000000000004,2758.0,18.0,0.6923076923076923,12.100000000000001,17.5,1.018,0.688428,0.794719,0.0884756
HARV,US-xHA,2022,2,147.86068760084464,0,0.4614285714285714,26.0,18.0,0.6923076923076923,22.200000000000003,32.0,4.419,0.591768,0.760768,0.161687
HARV,US-xHA,2022,3,219.47224228826892,0,0.4225,26.0,18.0,0.6923076923076923,31.1,64.2,2.48,0.776701,0.847936,0.0685065
HARV,US-xHA,2022,4,298.92230324074313,1,0.43,26.0,18.0,0.6923076923076922,31.6,83.4,2.987,1.01313,1.76063,0.765995
HARV,US-xHA,2022,5,335.64766129032654,1,0.65625,26.0,18.0,0.6923076923076923,87.20000000000002,164.8,1.889,0.800151,5.58555,4.77445
HARV,US-xHA,2022,6,276.85666899441156,1,0.8825000000000001,26.0,18.0,0.6923076923076923,136.8,195.20000000000002,2.155,-6.4165,5.22694,11.7901
HARV,US-xHA,2022,7,294.4561998655614,1,0.91,26.0,18.0,0.6923076923076923,141.20000000000002,203.4,4.337,-6.12662,6.47759,12.2904
HARV,US-xHA,2022,8,251.1878140421689,1,0.7825,26.0,18.0,0.6923076923076923,121.30000000000001,171.8,1.002,-5.44302,5.05315,10.2975
HARV,US-xHA,2022,9,185.70427984022507,1,0.75375,26.0,18.0,0.6923076923076923,73.30000000000001,104.8,5.8,-3.12055,5.5193,8.60732
HARV,US-xHA,2022,10,142.83990580847325,1,0.67,26.0,18.0,0.6923076923076922,16.0,34.7,3.544,-0.474081,2.33627,2.95319
HARV,US-xHA,2022,11,120.19971624888466,0,0.48375,26.0,18.0,0.6923076923076923,16.200000000000003,38.4,3.882,1.77943,2.16111,0.40471
HARV,US-xHA,2022,12,88.93165377957368,0,0.435,23.5,16.25,0.6911057692307692,10.8,16.700000000000003,2.81,0.942507,1.01574,0.0718342
HARV,US-xHA,2023,1,70.86978606630844,0,0.295,2848.8,9.0,0.6125541125541125,13.600000000000001,17.700000000000003,3.998,0.683037,0.758545,0.0985553
HARV,US-xHA,2023,2,142.60525545634903,0,0.3485714285714286,29.25,24.25,0.7673054404611781,21.1,33.3,1.085,0.796276,0.876949,0.0638647
HARV,US-xHA,2023,3,233.81211702605438,0,0.24125000000000002,62.25,54.0,0.8538024164889837,34.2,67.30000000000001,1.124,0.740018,0.940598,0.19638
HARV,US-xHA,2023,4,295.452379629628,1,0.31285714285714283,226.66666666666666,202.0,0.8903525236244555,30.6,89.9,2.837,1.35598,2.06547,0.690831
HARV,US-xHA,2023,5,354.7983419340325,1,0.725,559.0,469.25,0.8527570019633197,79.7,170.8,2.055,-0.45783,4.47585,5.13658
HARV,US-xHA,2023,6,239.41037910200168,1,0.7525000000000001,633.25,403.25,0.6293679788479015,109.7,151.2,2.24,-5.23304,6.06358,10.9404
HARV,US-xHA,2023,7,252.766643889322,1,0.9214285714285715,677.0,358.25,0.5191742796724,132.1,181.70000000000002,2.842,-4.77304,7.35371,12.2966
HARV,US-xHA,2023,8,223.31647065412028,1,0.7562500000000001,636.0,401.0,0.6293297444310191,113.0,159.9,3.853,-4.44629,6.0851,10.5185
HARV,US-xHA,2023,9,175.13870236147253,1,0.725,454.5,284.5,0.6325243790922401,68.7,99.2,7.014,-2.60788,4.49659,7.09434
HARV,US-xHA,2023,10,135.90459668385012,1,0.6471428571428571,265.6666666666667,216.66666666666666,0.828427750410509,24.200000000000003,43.900000000000006,2.87,-0.399595,3.50052,3.85968
HARV,US-xHA,2023,11,117.79160194174672,0,0.49125,52.75,45.5,0.8529871470119148,15.4,31.1,1.269,1.25303,1.61386,0.34954
HARV,US-xHA,2023,12,82.81271906052024,0,0.30375,20.75,15.0,0.7171588827838828,11.3,16.700000000000003,5.182,1.05545,1.24205,0.226209
JERC,US-xJE,2019,1,204.59432876388985,0,0.41875,15078.0,,,,,4.258,-0.505589,4.03854,4.54413
JERC,US-xJE,2019,2,215.88581277104825,0,0.3071428571428571,,,,,,2.42,-0.514767,4.62258,5.13735
JERC,US-xJE,2019,3,323.42321509777764,0,0.46625000000000005,,,,,,3.086,-0.507067,4.54833,5.0554
JERC,US-xJE,2019,4,375.49657129619743,1,0.5871428571428572,,,,,,3.953,-0.508954,5.04104,5.54999
JERC,US-xJE,2019,5,453.0426065924226,1,0.635,,,,,,2.337,-0.505589,5.64935,6.15493
JERC,US-xJE,2019,6,415.3502106270971,1,0.5475,,,,,,4.531,-0.508954,5.76854,6.27749
JERC,US-xJE,2019,7,383.9208713185908,1,0.6857142857142857,,,,,,3.505,-0.385922,5.75794,6.21981
JERC,US-xJE,2019,8,345.1113554183056,1,0.73875,,,,,,5.473,0.283517,5.7634,5.56633
JERC,US-xJE,2019,9,346.179965273761,1,0.6925,,,,,,0.0,0.0886587,5.26058,5.29902
JERC,US-xJE,2019,10,242.39152436247085,1,0.5142857142857143,,,,,,1.776,1.46831,4.61414,3.14442
JERC,US-xJE,2019,11,212.7949156264363,1,0.575,,,,,,1.058,0.65478,3.50948,2.86953
JERC,US-xJE,2019,12,160.51373109242797,1,0.48125,,,,,,4.817,0.837957,2.5751,1.72756
JERC,US-xJE,2020,1,178.4375577594846,0,0.46,17170.0,,,,,2.497,0.976145,2.77308,1.81372
JERC,US-xJE,2020,2,210.78615968650072,0,0.41285714285714287,,,,,,4.739,0.949521,2.78122,1.84432
JERC,US-xJE,2020,3,300.98097946818797,0,0.4275,,,,,,2.16,0.568602,4.65815,4.05267
JERC,US-xJE,2020,4,373.22254745369247,1,0.73,,,,,,6.78,-1.89302,5.05657,6.94626
JERC,US-xJE,2020,5,430.5793223566205,1,0.6285714285714287,,,,,,1.936,-2.36185,7.49526,9.84157
JERC,US-xJE,2020,6,396.2412552107385,1,0.67625,,,,,,3.872,-1.4349,7.34155,8.80252
JERC,US-xJE,2020,7,407.558342318054,1,0.68625,,,,,,4.17,-0.456973,8.325,9.03876
JERC,US-xJE,2020,8,360.9630639730556,1,0.6757142857142858,,,,,,6.286,0.634669,7.78349,7.20339
JERC,US-xJE,2020,9,269.09698807978765,1,0.52625,,,,,,7.407,1.4145,7.39915,5.95409
JERC,US-xJE,2020,10,250.91931517597442,1,0.59375,,,,,,2.438,-0.329311,5.08987,5.41543
JERC,US-xJE,2020,11,208.88457364342446,1,0.5757142857142857,,,,,,1.027,0.681591,3.6406,2.97563
JERC,US-xJE,2020,12,183.45082204156873,1,0.52375,,,,,,3.544,0.871491,2.50804,1.63399
JERC,US-xJE,2021,1,178.11992440606141,0,0.43125,3826.0,142.0,0.8717065809660874,33.900000000000006,65.4,5.18,0.737105,1.98884,1.25278
JERC,US-xJE,2021,2,207.84344140993971,0,0.3514285714285714,220.5,188.5,0.8529616894000853,51.7,94.7,4.333,1.37504,2.86049,1.47815
JERC,US-xJE,2021,3,316.44792975763306,0,0.495,417.0,357.0,0.8582462134165636,72.0,156.4,3.387,1.51275,3.19538,1.68646
JERC,US-xJE,2021,4,344.137119508515,1,0.6257142857142857,501.0,399.3333333333333,0.7931715433185399,69.1,122.60000000000001,5.343,-1.2512,3.8059,5.00157
JERC,US-xJE,2021,5,435.2609220338994,1,0.6825,682.5,491.75,0.7232465317538384,148.0,225.0,1.442,-3.6243,4.61584,8.24984
JERC,US-xJE,2021,6,379.20741497387803,1,0.58125,460.0,229.25,0.4882147631481969,133.70000000000002,198.60000000000002,6.163,-1.7452,6.86162,8.63196
JERC,US-xJE,2021,7,381.87499315380785,1,0.6314285714285715,554.75,205.5,0.3889988570332956,186.3,225.1,8.12,-1.16091,8.4803,9.62514
JERC,US-xJE,2021,8,336.6742978386259,1,0.67875,504.0,267.25,0.533788099538704,139.1,209.8,6.71,-1.35705,8.18455,9.61383
JERC,US-xJE,2021,9,304.4078667132628,1,0.59875,454.75,265.5,0.5656078484750972,116.00000000000001,160.10000000000002,2.947,1.51818,9.81076,8.36869
JERC,US-xJE,2021,10,253.97321207342543,1,0.5342857142857144,454.6666666666667,353.6666666666667,0.7814715634181456,62.0,104.4,2.431,1.40513,6.01001,4.49651
JERC,US-xJE,2021,11,242.24974878443703,1,0.61,293.25,250.75,0.8573789176132534,39.6,94.7,0.05,0.112966,3.1684,3.01854
JERC,US-xJE,2021,12,166.06311238222995,1,0.39625,187.75,160.0,0.8511790149775131,36.6,62.10000000000001,2.496,1.36053,3.14974,1.76406
JERC,US-xJE,2022,1,209.12416181084262,0,0.51,3502.6,131.0,0.8343949044585988,31.3,71.5,4.23,0.417695,2.17814,1.75221
JERC,US-xJE,2022,2,267.06069853954074,0,0.5171428571428571,157.0,131.0,0.8343949044585988,44.5,114.1,1.723,0.575391,2.50928,1.93067
JERC,US-xJE,2022,3,315.22567344078396,0,0.52875,157.0,131.0,0.8343949044585988,81.9,144.8,4.295,1.08272,3.53301,2.41062
JERC,US-xJE,2022,4,372.6561609727773,1,0.6174999999999999,157.0,131.0,0.8343949044585988,75.60000000000001,146.8,2.613,-1.42309,5.03734,6.4067
JERC,US-xJE,2022,5,418.843794497469,1,0.66875,157.0,131.0,0.8343949044585988,144.70000000000002,212.0,2.285,-2.25782,5.37325,7.58571
JERC,US-xJE,2022,6,462.6311821345744,1,0.69375,157.0,131.0,0.8343949044585988,129.8,237.8,3.534,-2.66193,6.73245,9.49298
JERC,US-xJE,2022,7,399.86215949820354,1,0.5928571428571429,157.0,131.0,0.8343949044585988,144.5,213.4,2.933,-1.87899,7.17623,9.10618
JERC,US-xJE,2022,8,343.8157094821697,1,0.5775,157.0,131.0,0.8343949044585988,123.0,184.0,6.208,0.151075,8.69627,8.41506
JERC,US-xJE,2022,9,323.330866643079,1,0.70875,157.0,131.0,0.8343949044585988,105.4,177.1,0.821,-0.380207,7.40258,7.57587
JERC,US-xJE,2022,10,310.74230958781015,1,0.5875,157.0,131.0,0.8343949044585988,31.700000000000003,69.5,2.383,-0.507812,3.55457,4.10238
JERC,US-xJE,2022,11,197.4251863107766,1,0.5637500000000001,157.0,131.0,0.8343949044585988,45.900000000000006,90.80000000000001,2.076,0.535261,3.30466,2.75081
JERC,US-xJE,2022,12,174.77035762301233,1,0.5375,142.25,118.75,0.8349798518133369,29.900000000000002,65.1,1.345,1.05231,2.70093,1.62457
JERC,US-xJE,2023,1,200.99891341449077,0,0.50125,3802.4,169.0,0.8795302624489342,35.8,80.10000000000001,2.107,0.63197,1.8177,1.21893
JERC,US-xJE,2023,2,246.40311779448282,0,0.4471428571428571,304.0,258.5,0.8574976889290193,53.800000000000004,111.2,2.548,-0.443538,1.29672,1.71919
JERC,US-xJE,2023,3,295.0731090909031,0,0.56875,395.5,322.5,0.8254646801261852,63.900000000000006,146.4,3.65,-0.560939,3.24765,3.8074
JERC,US-xJE,2023,4,319.3166496756157,1,0.6571428571428573,485.3333333333333,367.6666666666667,0.7585359600619812,76.2,130.5,3.622,-1.3847,4.95701,6.25744
JERC,US-xJE,2023,5,351.6576956765766,1,0.58125,594.5,433.25,0.7209923831941004,127.7,203.60000000000002,1.833,-3.28244,5.73439,9.01648
JERC,US-xJE,2023,6,387.0931672727171,1,0.6475,563.25,372.75,0.6599010570885429,141.3,218.10000000000002,4.735,-1.83367,6.94605,8.77574
JERC,US-xJE,2023,7,393.75915863767716,1,0.6742857142857143,505.5,253.5,0.49804693584996274,149.0,213.60000000000002,4.164,-0.983032,7.34066,8.44206
JERC,US-xJE,2023,8,393.01530078562666,1,0.6625,453.5,201.5,0.4365236094523258,137.70000000000002,208.0,1.978,-0.483341,6.75685,7.19504
JERC,US-xJE,2023,9,320.4856352055574,1,0.6675,459.75,275.5,0.6010384868796477,112.9,185.8,1.163,0.167696,6.23112,6.1417
JERC,US-xJE,2023,10,287.9656757990887,1,0.5814285714285715,429.3333333333333,345.6666666666667,0.8037978399563489,51.7,101.2,0.53,-0.149636,3.58106,3.71978
JERC,US-xJE,2023,11,224.31911870727856,1,0.5925,251.0,210.0,0.8322567993993745,39.900000000000006,86.8,0.482,-0.140847,1.71104,1.8393
JERC,US-xJE,2023,12,195.1831099559325,1,0.5075000000000001,153.0,128.75,0.8446533991623155,26.1,53.6,3.408,0.421201,1.35187,0.917872
JORN,US-xJR,2019,1,308.2034941176624,0,0.09625,2193.0,,,,,0.255,0.0107926,0.0788293,0.0662654
JORN,US-xJR,2019,2,381.7681956845425,0,0.12000000000000001,,,,,,0.179,-0.015341,0.0991194,0.118952
JORN,US-xJR,2019,3,489.9253667563913,0,0.1325,,,,,,0.434,-0.0684187,0.248571,0.315589
JORN,US-xJR,2019,4,601.4109046709417,0,0.15714285714285717,,,,,,0.15,-0.288408,0.49985,0.785051
JORN,US-xJR,2019,5,673.2789480759404,0,0.135,,,,,,0.395,-0.092733,0.516608,0.61839
JORN,US-xJR,2019,6,687.7649631061008,0,0.14875,,,,,,0.93,0.0540118,0.812491,0.755552
JORN,US-xJR,2019,7,643.92405492729,0,0.12714285714285714,,,,,,0.454,0.35426,0.634309,0.280545
JORN,US-xJR,2019,8,585.4887106173622,0,0.14,,,,,,0.717,0.474972,1.14958,0.680784
JORN,US-xJR,2019,9,506.4626380147381,0,0.17375,,,,,,0.508,-0.0527688,1.19626,1.24239
JORN,US-xJR,2019,10,448.14204839522364,0,0.18,,,,,,1.522,-0.451831,0.534764,0.969313
JORN,US-xJR,2019,11,295.6362292447814,0,0.15,,,,,,1.821,0.147507,0.182845,0.0428888
JORN,US-xJR,2019,12,283.1401853724287,0,0.1,,,,,,0.208,0.0764015,0.112092,0.0357602
JORN,US-xJR,2020,1,319.4827438484676,0,0.0975,2121.0,,,,,0.032,0.0333876,0.0960969,0.0602633
JORN,US-xJR,2020,2,396.2102029454008,0,0.1285714285714286,,,,,,0.496,0.0478478,0.165206,0.119953
JORN,US-xJR,2020,3,467.65588492597095,0,0.12625,,,,,,1.023,-0.141441,0.479359,0.627186
JORN,US-xJR,2020,4,658.3727916666701,0,0.18125,,,,,,0.0,-0.817446,0.710863,1.53244
JORN,US-xJR,2020,5,711.1659576612893,0,0.17285714285714285,,,,,,0.032,-0.144118,0.521722,0.684012
JORN,US-xJR,2020,6,711.5413078400533,0,0.15875,,,,,,0.264,0.286504,0.929766,0.613334
JORN,US-xJR,2020,7,655.1889082599834,0,0.15375,,,,,,1.043,-0.0992231,1.32026,1.33408
JORN,US-xJR,2020,8,579.3237180779549,0,0.16,,,,,,0.199,0.0592978,0.545204,0.399439
JORN,US-xJR,2020,9,522.3257634757504,0,0.1625,,,,,,0.496,0.197561,0.797293,0.615688
JORN,US-xJR,2020,10,439.72657998869744,0,0.165,,,,,,0.344,0.0264487,0.116727,0.115132
JORN,US-xJR,2020,11,357.20178051317816,0,0.16142857142857145,,,,,,0.0,0.0200499,0.146319,0.121181
JORN,US-xJR,2020,12,310.36341229838956,0,0.1225,,,,,,0.16,0.12418,0.0781262,-0.0411926
JORN,US-xJR,2021,1,308.63872730329655,0,0.115,580.4,14.75,0.8678104575163399,14.8,118.2,0.064,0.085259,0.0192489,-0.0626643
JORN,US-xJR,2021,2,385.82830524521944,0,0.14285714285714285,41.5,35.75,0.857192075796727,9.200000000000001,160.8,0.089,0.178422,0.0533106,-0.131416
JORN,US-xJR,2021,3,519.3569187532086,0,0.13375,52.5,43.0,0.8200248881713921,4.9,206.0,0.016,0.0948511,0.0084457,-0.0827346
JORN,US-xJR,2021,4,604.601344589103,0,0.12285714285714286,66.0,54.333333333333336,0.8227752639517346,4.300000000000001,184.10000000000002,0.05,0.143774,0.00647441,-0.134355
JORN,US-xJR,2021,5,664.4776971492034,0,0.12875,52.5,32.5,0.5980157811982165,3.3000000000000003,283.0,0.032,0.154873,0.122548,-0.0270578
JORN,US-xJR,2021,6,609.4377938484106,0,0.12875,27.25,-0.25,-0.6225126583322338,8.3,266.3,1.993,0.413837,0.310001,-0.123667
JORN,US-xJR,2021,7,613.9505163991562,0,0.2385714285714286,84.25,36.25,0.45980580232708784,15.0,234.3,1.624,-1.00871,1.92505,2.96703
JORN,US-xJR,2021,8,548.1517187499954,0,0.3125,131.0,53.0,0.38654352098559663,29.400000000000002,184.0,1.511,-0.767706,1.79365,2.59573
JORN,US-xJR,2021,9,491.6421440972211,0,0.24,96.75,60.5,0.6271756329113924,17.400000000000002,197.0,0.648,0.305491,0.856325,0.545135
JORN,US-xJR,2021,10,453.7691280241919,0,0.1757142857142857,79.33333333333333,60.666666666666664,0.7643191490521107,8.5,135.8,0.0,0.036268,0.378169,0.33249
JORN,US-xJR,2021,11,326.0399283842842,0,0.17125,50.25,39.25,0.7821574524921381,11.4,148.3,0.304,0.168595,0.135299,-0.035413
JORN,US-xJR,2021,12,266.86780981284585,0,0.14,29.25,24.25,0.8371183683683684,15.400000000000002,98.5,0.18,0.151621,0.166736,0.0159505
JORN,US-xJR,2022,1,313.0067793594237,0,0.11750000000000001,454.8,18.0,0.8181818181818182,17.400000000000002,113.0,0.049,0.0842947,0.0823714,-0.00336099
JORN,US-xJR,2022,2,403.95499255398045,0,0.1442857142857143,22.0,18.0,0.8181818181818182,11.0,150.60000000000002,0.018,0.0795497,0.0275662,-0.0503223
JORN,US-xJR,2022,3,511.36072871087816,0,0.13874999999999998,22.0,18.0,0.8181818181818182,8.0,199.3,0.049,0.170105,0.0435745,-0.121908
JORN,US-xJR,2022,4,644.2182152777873,0,0.135,22.0,18.0,0.8181818181818182,2.4000000000000004,195.1,0.017,0.147403,0.0528763,-0.0931877
JORN,US-xJR,2022,5,693.9124848790406,0,0.1325,22.0,18.0,0.8181818181818182,2.1,297.5,0.0,0.133487,0.106971,-0.0209108
JORN,US-xJR,2022,6,614.4085138004353,0,0.14250000000000002,22.0,18.0,0.8181818181818182,8.3,261.8,1.687,0.667432,0.926773,0.275183
JORN,US-xJR,2022,7,625.9068699596829,0,0.15142857142857144,22.0,18.0,0.8181818181818182,5.4,270.6,0.277,0.0322244,0.860615,0.828757
JORN,US-xJR,2022,8,518.7048660254321,0,0.1375,22.0,18.0,0.8181818181818182,14.500000000000002,235.0,1.502,0.425939,0.889183,0.462736
JORN,US-xJR,2022,9,516.8880034722293,0,0.2225,22.0,18.0,0.8181818181818182,13.4,199.9,0.304,-0.371734,1.11454,1.49378
JORN,US-xJR,2022,10,375.4582526881631,0,0.1875,22.0,18.0,0.8181818181818182,7.600000000000001,80.5,0.783,0.00320308,0.686286,0.688336
JORN,US-xJR,2022,11,333.65480667838006,0,0.17375000000000002,22.0,18.0,0.8181818181818182,15.700000000000001,120.0,0.0,-0.0753327,0.197,0.277822
